_id,Open,High,Low,Close,Volume,Dividends,Stock Splits,Datetime
654b238687bd24ada87dd4b2,936.0999755859375,937.75,935.6500244140625,937.1500244140625,374566,0,0,2023-11-08T05:45:00.000Z
654b26d687bd24ada87dd4b3,937.3499755859375,937.5499877929688,936.9500122070312,937.4000244140625,0,0,0,2023-11-08T05:45:00.000Z
654b26d687bd24ada87dd4b4,937.4000244140625,937.7999877929688,935.9000244140625,937.7999877929688,574566,0,0,2023-11-08T06:00:00.000Z
654b2a5a87bd24ada87dd4b5,937.2000122070312,937.6500244140625,937.0999755859375,937.6500244140625,0,0,0,2023-11-08T06:00:00.000Z
654b2a5a87bd24ada87dd4b6,937.5999755859375,937.8499755859375,936.2999877929688,936.5499877929688,204438,0,0,2023-11-08T06:15:00.000Z
654b2dde87bd24ada87dd4b7,936.4000244140625,936.8499755859375,936.4000244140625,936.75,0,0,0,2023-11-08T06:15:00.000Z
654b2dde87bd24ada87dd4b8,936.75,937.5499877929688,936.75,937.0999755859375,196158,0,0,2023-11-08T06:30:00.000Z
